Institution,Generel trivsel,Faglig trivsel,Ro og orden,Social trivsel,Støtte og inspiration,Karaktergennemsnit,Antal karakterer
Åvangsskolen (Bornholm),3.4566821124031,3.401959234375,3.51937984496124,3.80016521011673,2.97259112890625,6.40608346505072,887
Ødis Skole (Kolding),3.83554369230769,3.79807669230769,3.82692307692308,4.06923076923077,3.54945061538462,,
Ødsted Skole (Vejle),3.29266645,3.30510872327044,3.23958333125,3.7585416625,2.63020362893082,7.05049216594827,464
Øen (Faxe),3.23337692105263,3.09437121052632,3.39957264102564,3.68299756410256,2.70669235135135,,
Øhavsskolen (Faaborg-Midtfyn),3.56128860273973,3.48282134931508,3.73097412557078,3.92793577803204,3.03074580365298,6.68893220259319,617
Ølandhus (Jammerbugt),3.39648775,2.99032725,3.833333375,3.71875,3.148809375,,
Ølgod Skole (Varde),3.56744833333333,3.56121769339624,3.70970266197183,3.88277815023474,3.03711155868545,6.83144975653369,727
Ølholm Skole og børnehave (Hedensted),3.81400825714286,3.71105425714286,3.97142857142857,4.07908162857143,3.46156462857143,,
Ølsted Skole (Halsnæs),3.28013541176471,3.35290997777778,3.34313725735294,3.690931375,2.58140759558824,6.28571387309645,197
Ølsted Skole (Hedensted),3.72484414634146,3.75232282926829,3.65650407317073,3.98131945,3.374216,,
Ørebroskolen (Jammerbugt),3.59907822580645,3.40860203225806,3.58064516129032,4.01164874193548,3.23502290322581,,
Ørestad Skole (København),3.46331301882845,3.54683447578949,3.50506638784067,3.78603872955975,2.88020210084034,7.31627350773196,388
Ørkildskolen (Svendborg),3.74996316157205,3.70300140528635,3.90833332608696,4.00389233043478,3.33106626086957,,
Ørslevkloster Skole (Skive),4.06564404545455,4.03219681818182,3.97727272727273,4.34090909090909,3.75541127272727,,
"Ørstedskolen, afd. Rudkøbing (Langeland)",3.50112134079602,3.49042451750001,3.50974295522388,3.88986765508685,2.95984008270677,6.72502973781675,1026
Ørum Skole (Viborg),3.63384168,3.609333208,3.608,3.974412704,3.18653332,6.79002716666667,414
Østbirk Skole (Horsens),3.42952658995816,3.39986151260505,3.51190476470588,3.79804742677824,2.89838610460251,7.21725557623762,505
Øster Brønderslev Centralskole (Brønderslev),3.27170661111111,3.3071867962963,3.3765432037037,3.54979425925926,2.76816575925926,,
Øster Farimagsgades Skole (København),3.5833116624041,3.66899271099745,3.63022165473146,3.91068688746804,2.98883394615385,7.90917795647667,965
Øster Hornum Børneunivers (Rebild),3.50176907692308,3.45508994230769,3.55769230769231,3.94273503846154,2.89423080769231,,
Øster Højst Filialskole (Tønder),3.97052857142857,3.79336714285714,4.01785714285714,4.464881,3.42857135714286,,
Øster Nykirke Skole (Vejle),3.645283925,3.5425693,3.82692307692308,3.910347225,3.272023775,,
Øster Snede Skole (Hedensted),3.39949531914894,3.35798710638298,3.21276595744681,3.695922,3.12613980851064,,
Øster Starup Skole (Vejle),3.70104643333333,3.69598203333333,3.740277775,4.05840608333333,3.17277779166667,7.04000332637075,383
Østerbroskolen (Guldborgsund),3.58728235123967,3.57488183057851,3.68506944583333,3.86942149586777,3.13954969456067,6.32218001929824,570
Østerbyskolen (Vejen),3.52023888650307,3.50719751533743,3.62653374233129,3.82554879939211,3.05992548773006,6.74441923809524,672
Østerhåbskolen (Horsens),3.61718899468791,3.58590598668443,3.70750110918775,3.97431385391767,3.09230938563829,7.22135457542311,1359
Østermarkskolen (Vesthimmerlands),3.64737386445783,3.66733587650603,3.64407630421687,3.95907678313254,3.18179859638554,6.82284257821782,1010
Østervangskolen (Favrskov),3.66807871929825,3.69864858590308,3.78046989867841,4.01533173245614,3.06906853070176,7.24585095454545,594
Østervangsskolen (Randers),3.59151537209302,3.54001428654971,3.65847784393064,3.82666804651163,3.28624027906977,6.54809009570958,303
Østervangsskolen (Roskilde),3.56216437759336,3.63036787866109,3.70055325311203,3.83607831404959,3.02358035564854,7.36371384685714,875
Østofte Landsbyordning (Lolland),3.49555558139535,3.34634546511628,3.57341269047619,3.71574075555556,3.29693876190476,6.00646752755906,127
Østre Skole (Thisted),3.57578211079545,3.55694606232295,3.74455492045455,3.93876150000001,2.98062675783476,7.19491103272981,1436
"Østre skole, Middelfart (Middelfart)",3.67348889878542,3.58187554435484,3.85501354878049,3.96568260483872,3.26372439430894,,
"Østskolen, Hylleholt Skole (Faxe)",3.51783627819549,3.45630435338346,3.66729323308271,3.8482664887218,3.03082608333333,6.87329580434783,552
"Østskolen, Karise Skole (Faxe)",3.34063831205674,3.29688445390071,3.41784037323944,3.65549644680851,2.87401359285714,7.18625090375939,665
"Østskolen, Rolloskolen (Faxe)",3.50508276875,3.44363833125,3.53229166875,3.8667361125,3.0419642875,,
